지역,측정월,totalCnt,totalPM10,avPM10
서울,1,29016,1711359,58.97984
서울,2,26208,1545290,58.962532
서울,3,29016,1787515,61.604458
경기,1,59520,3918856,65.840996
경기,2,53760,3489843,64.91524
경기,3,59520,3961870,66.563675
강원,1,8184,486286,59.41911
강원,2,7392,387705,52.44927
강원,3,8184,515809,63.026516
부산,1,15624,894786,57.26997
부산,2,14112,644113,45.64293
부산,3,15624,767712,49.13671
경남,1,17112,1080466,63.14084
경남,2,15456,793842,51.361412
경남,3,17112,889180,51.962364
울산,1,11160,607506,54.43602
울산,2,10080,451607,44.80228
울산,3,11160,536032,48.03154
광주,1,6696,388362,57.999104
광주,2,6048,311002,51.422287
광주,3,6696,366125,54.678165
전북,1,10416,664255,63.77256
전북,2,9408,606064,64.42007
전북,3,10416,600821,57.682507
전남,1,12648,628645,49.703114
전남,2,11424,465475,40.74536
전남,3,12648,542421,42.88591
대구,1,8928,502608,56.2957
대구,2,8064,365847,45.36793
대구,3,8928,412979,46.256607
제주,1,2976,163318,54.87836
제주,2,2688,121437,45.177456
제주,3,2976,162174,54.49395
경북,1,13392,822367,61.407333
경북,2,12096,619086,51.181053
경북,3,13392,718974,53.68683
충북,1,8184,549912,67.19355
충북,2,7392,486129,65.764206
충북,3,8184,554322,67.73241
전북,1,10416,664255,63.77256
전북,2,9408,606064,64.42007
전북,3,10416,600821,57.682507
인천,1,15624,876732,56.11444
인천,2,14112,817294,57.914825
인천,3,15624,883355,56.538338
