지역,측정월,totalCnt,totalPM10,avPM10
서울,4,28080,1637558,58.317593
서울,5,29016,1883762,64.92149
서울,6,28080,1200027,42.736004
경기,4,59040,3702191,62.706486
경기,5,61752,4164553,67.43997
경기,6,59760,2546694,42.61536
강원,4,7920,412281,52.055683
강원,5,8184,458557,56.030914
강원,6,7920,292551,36.93826
부산,4,15120,783748,51.835186
부산,5,15624,853493,54.62705
부산,6,15120,613826,40.59696
경남,4,16560,830618,50.158092
경남,5,17112,933174,54.53331
경남,6,16560,696172,42.03937
울산,4,10800,577326,53.456112
울산,5,11160,683446,61.24068
울산,6,10800,456545,42.272686
광주,4,6480,358587,55.3375
광주,5,6696,385916,57.633812
광주,6,6480,237320,36.623455
전북,4,11520,701737,60.91467
전북,5,11904,745805,62.65163
전북,6,11520,450653,39.119183
전남,4,12240,491699,40.171486
전남,5,12648,623100,49.264706
전남,6,12240,401543,32.8058
대구,4,9360,467774,49.975853
대구,5,9672,516700,53.42225
대구,6,9360,357598,38.204914
제주,4,2880,151599,52.638542
제주,5,2976,130045,43.697918
제주,6,2880,95649,33.21146
경북,4,12960,565357,43.623226
경북,5,13392,619219,46.237976
경북,6,12960,430479,33.215973
충북,4,9360,509088,54.389744
충북,5,9672,553235,57.19965
충북,6,9360,366668,39.17393
전북,4,11520,701737,60.91467
전북,5,11904,745805,62.65163
전북,6,11520,450653,39.119183
인천,4,15120,856673,56.658268
인천,5,15624,975959,62.465374
인천,6,15120,607943,40.20787
