지역,측정월,totalCnt,totalPM10,avPM10
서울,10,21613,1005265,46.512054
서울,11,22140,1511238,68.25826
서울,12,22729,1649493,72.572174
경기,10,47932,2449233,51.098076
경기,11,46500,3385361,72.80346
경기,12,47976,3736196,77.87636
강원,10,7076,245120,34.64104
강원,11,6104,335582,54.97739
강원,12,5858,391613,66.850975
부산,10,13337,560866,42.053387
부산,11,12893,784322,60.833164
부산,12,13746,688534,50.08977
경남,10,10327,427231,41.370293
경남,11,11190,619168,55.33226
경남,12,11702,544198,46.5047
울산,10,8188,312417,38.15547
울산,11,8279,502091,60.646336
울산,12,10120,517826,51.168575
광주,10,6450,304342,47.184807
광주,11,6469,388549,60.063225
광주,12,6655,355924,53.482193
전북,10,8256,404092,48.94525
전북,11,8149,453694,55.67481
전북,12,8280,467211,56.42645
전남,10,8378,291885,34.839462
전남,11,8027,344114,42.869564
전남,12,8711,369124,42.37447
대구,10,7667,351351,45.8264
대구,11,8906,649323,72.908485
대구,12,8923,603603,67.645744
제주,10,2959,91066,30.775938
제주,11,2862,112593,39.34067
제주,12,2902,117124,40.359753
경북,10,10393,404728,38.942364
경북,11,10353,607452,58.674007
경북,12,10946,628632,57.430294
충북,10,5901,275809,46.739365
충북,11,5622,367255,65.324615
충북,12,5856,439466,75.045425
전북,10,8256,404092,48.94525
전북,11,8149,453694,55.67481
전북,12,8280,467211,56.42645
인천,10,11688,597705,51.138348
인천,11,11045,741670,67.14984
인천,12,10522,732506,69.616615
