지역,측정월,totalCnt,totalPM10,avPM10
서울,1,29032,1802067,62.071747
서울,2,27444,1447288,52.736046
서울,3,29108,1427985,49.058163
경기,1,55649,3733283,67.08626
경기,2,52282,3051195,58.360332
경기,3,56147,3147145,56.05188
강원,1,7985,470009,58.861492
강원,2,7439,379953,51.075817
강원,3,8003,391404,48.90716
부산,1,13820,636023,46.021923
부산,2,13463,638336,47.414097
부산,3,14000,674010,48.14357
경남,1,15176,706874,46.578415
경남,2,14445,657909,45.545795
경남,3,15412,748847,48.588566
울산,1,10258,488597,47.630825
울산,2,9524,443168,46.531708
울산,3,10323,501516,48.58239
광주,1,6677,328967,49.268684
광주,2,6242,269956,43.248318
광주,3,6680,328537,49.182186
전북,1,10275,636364,61.933235
전북,2,9513,508225,53.424263
전북,3,10169,567161,55.77353
전남,1,11034,472751,42.844933
전남,2,10220,391418,38.299217
전남,3,11004,468464,42.572155
대구,1,9584,514959,53.731113
대구,2,8950,456246,50.977207
대구,3,9534,478818,50.222153
제주,1,2958,130494,44.11562
제주,2,2771,101604,36.66691
제주,3,2965,131011,44.185833
경북,1,11586,629953,54.371914
경북,2,11175,563915,50.462193
경북,3,12272,611700,49.845177
충북,1,8105,576184,71.08994
충북,2,7606,473691,62.278595
충북,3,8102,494569,61.042828
전북,1,10275,636364,61.933235
전북,2,9513,508225,53.424263
전북,3,10169,567161,55.77353
인천,1,15395,968412,62.90432
인천,2,14493,807364,55.70717
인천,3,15338,842044,54.899204
