지역,측정월,totalCnt,totalPM10,avPM10
서울,7,29016,1038008,35.773643
서울,8,29016,686874,23.672249
서울,9,28080,1001942,35.681694
경기,7,61752,2099489,33.998722
경기,8,61752,1503808,24.352377
경기,9,59760,2235246,37.403713
강원,7,8184,241475,29.505743
강원,8,8184,167677,20.488392
강원,9,7920,205962,26.005302
부산,7,15624,559898,35.835766
부산,8,15624,431095,27.591846
부산,9,15120,565000,37.367725
경남,7,17112,633978,37.048737
경남,8,17112,443269,25.903986
경남,9,16560,531436,32.091545
울산,7,11160,409948,36.733692
울산,8,11904,285644,23.995632
울산,9,10800,370547,34.309906
광주,7,6696,155855,23.275837
광주,8,6696,157007,23.44788
광주,9,6480,207304,31.991358
전북,7,12584,331158,26.315798
전북,8,12648,308020,24.353258
전북,9,12240,417917,34.143547
전남,7,12648,337299,26.668169
전남,8,12648,270344,21.374447
전남,9,12240,320279,26.166584
대구,7,9672,317562,32.833126
대구,8,9672,201095,20.79146
대구,9,9360,259506,27.725
제주,7,2976,67918,22.821909
제주,8,2976,48694,16.36223
제주,9,3600,64750,17.98611
경북,7,13392,363250,27.124403
경북,8,13392,244573,18.262619
경북,9,12960,379314,29.268055
충북,7,10416,282210,27.093895
충북,8,10416,197394,18.951036
충북,9,10080,351128,34.834126
전북,7,12584,331158,26.315798
전북,8,12648,308020,24.353258
전북,9,12240,417917,34.143547
인천,7,15624,434866,27.833206
인천,8,15624,338713,21.67902
인천,9,15120,563762,37.285847
