지역,측정월,totalCnt,totalPM10,avPM10
서울,1,26983,1250318,46.33725
서울,2,24390,1921757,78.79282
서울,3,26858,1839782,68.500336
경기,1,54188,2947226,54.388905
경기,2,49531,4312981,87.07639
경기,3,55169,4192964,76.002174
강원,1,7194,327314,45.49819
강원,2,7287,482797,66.25456
강원,3,8028,519074,64.65794
부산,1,13461,521613,38.749943
부산,2,12624,737833,58.446846
부산,3,13884,814409,58.658096
경남,1,14022,541413,38.611683
경남,2,13310,816373,61.33531
경남,3,14691,819030,55.750458
울산,1,9573,376573,39.33699
울산,2,8924,532403,59.659683
울산,3,9858,627710,63.675186
광주,1,6199,229338,36.995968
광주,2,6036,393479,65.1887
광주,3,6680,393928,58.971256
전북,1,8568,357660,41.7437
전북,2,8590,602965,70.19383
전북,3,9651,590428,61.17791
전남,1,10238,337026,32.919125
전남,2,9826,543912,55.354366
전남,3,10681,490736,45.944763
대구,1,8762,376060,42.919426
대구,2,8480,571277,67.36757
대구,3,9567,570300,59.611164
제주,1,2751,96227,34.978916
제주,2,2627,145375,55.33879
제주,3,2940,148776,50.60408
경북,1,10563,427192,40.4423
경북,2,11084,703700,63.48791
경북,3,12468,780865,62.62953
충북,1,5607,334506,59.65864
충북,2,6032,576837,95.62948
충북,3,7400,580049,78.385
전북,1,8568,357660,41.7437
전북,2,8590,602965,70.19383
전북,3,9651,590428,61.17791
인천,1,14724,693315,47.08741
인천,2,13325,1070277,80.32098
인천,3,14569,1034491,71.00632
