지역,측정월,totalCnt,totalPM10,avPM10
서울,4,26253,1339945,51.039692
서울,5,26460,1516379,57.308353
서울,6,25776,1367579,53.056293
경기,4,50556,2890478,57.173786
경기,5,52571,3454590,65.712845
경기,6,50516,3122410,61.810318
강원,4,7796,413076,52.985634
강원,5,7721,424399,54.966843
강원,6,7588,339519,44.7442
부산,4,12987,657422,50.621544
부산,5,13496,757569,56.132854
부산,6,11257,531033,47.17358
경남,4,14079,636364,45.199516
경남,5,14550,762061,52.375328
경남,6,14121,612447,43.37136
울산,4,9900,459225,46.386364
울산,5,10236,553866,54.10961
울산,6,9611,475031,49.425762
광주,4,6469,288945,44.6661
광주,5,6683,427105,63.909172
광주,6,6470,265362,41.01422
전북,4,8514,427521,50.213882
전북,5,8579,542494,63.235107
전북,6,8137,463028,56.90402
전남,4,10627,408502,38.44001
전남,5,10416,527310,50.625
전남,6,9929,362796,36.53903
대구,4,9238,447884,48.482788
대구,5,9555,535482,56.042072
대구,6,9282,439281,47.326115
제주,4,2848,133492,46.872192
제주,5,2830,162764,57.513783
제주,6,2823,109139,38.660645
경북,4,10686,498998,46.696426
경북,5,10350,542810,52.44541
경북,6,9606,422215,43.95326
충북,4,6321,388456,61.454834
충북,5,6631,431717,65.105865
충북,6,6319,369598,58.489952
전북,4,8514,427521,50.213882
전북,5,8579,542494,63.235107
전북,6,8137,463028,56.90402
인천,4,13966,767618,54.96334
인천,5,14663,884302,60.308395
인천,6,13897,785416,56.516945
