지역,측정월,totalCnt,totalPM10,avPM10
서울,10,29016,982958,33.87641
서울,11,28080,1288034,45.870155
서울,12,29016,1206593,41.583714
경기,10,59520,2361259,39.67169
경기,11,57604,2828373,49.10029
경기,12,59520,2773500,46.597782
강원,10,8184,276916,33.836266
강원,11,7920,338255,42.708965
강원,12,8184,330079,40.332233
부산,10,15624,593321,37.974976
부산,11,15120,703596,46.534126
부산,12,15624,564170,36.10919
경남,10,17112,652713,38.143585
경남,11,16560,761984,46.013527
경남,12,17112,637952,37.28097
울산,10,11160,418676,37.51577
울산,11,10800,470340,43.55
울산,12,11160,331678,29.720251
광주,10,6696,223686,33.405914
광주,11,6480,264052,40.748764
광주,12,6696,233089,34.810184
전북,10,10416,373792,35.88633
전북,11,10080,430680,42.72619
전북,12,10416,358658,34.433372
전남,10,12648,316823,25.049257
전남,11,12240,340200,27.794117
전남,12,12648,348807,27.578035
대구,10,8928,302452,33.876793
대구,11,8640,359188,41.572685
대구,12,8928,349391,39.134296
제주,10,2976,97990,32.926746
제주,11,2880,101038,35.082638
제주,12,2976,103000,34.610214
경북,10,13392,472390,35.274044
경북,11,12960,554787,42.80764
경북,12,13392,447042,33.38127
충북,10,8184,301905,36.889664
충북,11,7920,378098,47.739647
충북,12,8184,351331,42.92901
전북,10,10416,373792,35.88633
전북,11,10080,430680,42.72619
전북,12,10416,358658,34.433372
인천,10,15624,642392,41.11572
인천,11,15120,725021,47.951126
인천,12,15624,601942,38.526752
