지역,측정월,totalCnt,totalPM10,avPM10
서울,4,24274,1639773,67.55265
서울,5,24861,1451690,58.39226
서울,6,23259,1190806,51.197643
경기,4,50501,3634862,71.97604
경기,5,51784,3205302,61.897537
경기,6,49874,2812475,56.391605
강원,4,7710,421969,54.73009
강원,5,7744,409556,52.88688
강원,6,7757,346175,44.627434
부산,4,12569,776171,61.752804
부산,5,13065,749089,57.335552
부산,6,12250,660612,53.92751
경남,4,13894,805834,57.998703
경남,5,13605,722429,53.100258
경남,6,13075,664774,50.843136
울산,4,9825,629536,64.07491
울산,5,9732,606406,62.31052
울산,6,9781,516175,52.773235
광주,4,6260,370948,59.25687
광주,5,6682,350110,52.39599
광주,6,6470,327834,50.66986
전북,4,8511,534541,62.805897
전북,5,8693,444493,51.13229
전북,6,8285,455330,54.95836
전남,4,9248,529436,57.248703
전남,5,9526,491983,51.646336
전남,6,9234,471051,51.012672
대구,4,8919,511674,57.368988
대구,5,8865,457660,51.625492
대구,6,7865,373505,47.48951
제주,4,2867,154485,53.88385
제주,5,2919,145083,49.70298
제주,6,2872,126806,44.152508
경북,4,10565,598093,56.61079
경북,5,10267,550235,53.59258
경북,6,9146,440974,48.21496
충북,4,6360,401886,63.18962
충북,5,6587,362758,55.071808
충북,6,5666,306880,54.161667
전북,4,8511,534541,62.805897
전북,5,8693,444493,51.13229
전북,6,8285,455330,54.95836
인천,4,13777,1028931,74.68469
인천,5,14344,890147,62.0571
인천,6,12767,694289,54.38153
