지역,측정월,totalCnt,totalPM10,avPM10
서울,4,27828,1663477,59.777096
서울,5,28574,2161754,75.65458
서울,6,28232,1325642,46.9553
경기,4,53433,3624845,67.83907
경기,5,55393,4453920,80.40583
경기,6,53960,2922338,54.157486
강원,4,7044,411943,58.481403
강원,5,7122,481533,67.612045
강원,6,6983,276423,39.585136
부산,4,13200,757009,57.349167
부산,5,13712,1041003,75.91912
부산,6,12581,664704,52.833958
경남,4,14133,760322,53.797638
경남,5,14791,1068585,72.24562
경남,6,13146,652385,49.62612
울산,4,9533,558846,58.62226
울산,5,9733,733550,75.36731
울산,6,9029,501389,55.530956
광주,4,6393,372001,58.1888
광주,5,6684,463118,69.28755
광주,6,6462,315870,48.881153
전북,4,9250,546241,59.05308
전북,5,9463,698232,73.78548
전북,6,9258,491818,53.12357
전남,4,10684,499073,46.712185
전남,5,11067,730051,65.96648
전남,6,10535,448282,42.551685
대구,4,9210,480234,52.14267
대구,5,9575,642929,67.14663
대구,6,9105,424949,46.672047
제주,4,2852,150849,52.892357
제주,5,2889,233401,80.78954
제주,6,2808,112010,39.889603
경북,4,11404,611247,53.59935
경북,5,11526,766781,66.5262
경북,6,11184,527587,47.173374
충북,4,7106,474141,66.72404
충북,5,7399,519305,70.18584
충북,6,7115,353828,49.729866
전북,4,9250,546241,59.05308
전북,5,9463,698232,73.78548
전북,6,9258,491818,53.12357
인천,4,13804,870343,63.050056
인천,5,14478,1214360,83.87623
인천,6,14137,698921,49.439133
