지역,측정월,totalCnt,totalPM10,avPM10
서울,4,28106,1557675,55.42144
서울,5,29023,1702411,58.657307
서울,6,28374,1215232,42.829067
경기,4,55996,3500382,62.511288
경기,5,57780,3783872,65.48757
경기,6,54947,2810851,51.155678
강원,4,7705,401528,52.112656
강원,5,7896,440012,55.725937
강원,6,7804,290928,37.279343
부산,4,14345,701939,48.93266
부산,5,15129,942056,62.268227
부산,6,14614,686521,46.97694
경남,4,16360,771831,47.177933
경남,5,16884,994979,58.93029
경남,6,16414,730736,44.51907
울산,4,10706,494723,46.20988
울산,5,10992,645452,58.72016
울산,6,10353,508949,49.15957
광주,4,6479,323015,49.855686
광주,5,6665,404143,60.63661
광주,6,6450,290845,45.092247
전북,4,8793,517494,58.85295
전북,5,9397,575308,61.22252
전북,6,9941,487625,49.051907
전남,4,11287,456357,40.43209
전남,5,11743,607854,51.763092
전남,6,11342,392458,34.60219
대구,4,9265,435316,46.984997
대구,5,9538,517326,54.238415
대구,6,9239,413802,44.788612
제주,4,2858,123512,43.216236
제주,5,2958,159836,54.03516
제주,6,2805,98096,34.971836
경북,4,11700,590021,50.429146
경북,5,12191,723809,59.372406
경북,6,11788,538237,45.65974
충북,4,7837,521533,66.54753
충북,5,8069,534414,66.230515
충북,6,7438,351382,47.241463
전북,4,8793,517494,58.85295
전북,5,9397,575308,61.22252
전북,6,9941,487625,49.051907
인천,4,14488,862114,59.505383
인천,5,14870,894505,60.15501
인천,6,14202,680436,47.91128
