지역,측정월,totalCnt,totalPM10,avPM10
서울,1,28932,1944928,67.22411
서울,2,26631,1265700,47.527317
서울,3,29108,1703841,58.535145
경기,1,56092,4026177,71.7781
경기,2,52042,2762464,53.081432
경기,3,57650,3750323,65.05331
강원,1,8032,518866,64.59985
강원,2,7306,365801,50.068573
강원,3,8025,500488,62.366104
부산,1,15436,861543,55.813877
부산,2,14080,658017,46.73416
부산,3,15456,1018091,65.87028
경남,1,16873,1025568,60.781605
경남,2,15261,735768,48.212307
경남,3,16906,1065643,63.03342
울산,1,11039,596760,54.059246
울산,2,10014,457716,45.70761
울산,3,11040,705532,63.906883
광주,1,6654,378061,56.817104
광주,2,5969,262026,43.897804
광주,3,6672,426882,63.981113
전북,1,9886,674004,68.17763
전북,2,8967,490054,54.65083
전북,3,9678,640806,66.21265
전남,1,11542,545733,47.28236
전남,2,10474,378524,36.139393
전남,3,11659,614395,52.69706
대구,1,9559,654197,68.437805
대구,2,8662,453761,52.385246
대구,3,9570,601633,62.86656
제주,1,2914,122728,42.116676
제주,2,2675,91519,34.21271
제주,3,2939,159386,54.231373
경북,1,12287,772702,62.887768
경북,2,11218,567002,50.54395
경북,3,12449,818705,65.76472
충북,1,8132,702293,86.36166
충북,2,7349,481021,65.45394
충북,3,8136,643744,79.12291
전북,1,9886,674004,68.17763
전북,2,8967,490054,54.65083
전북,3,9678,640806,66.21265
인천,1,15338,989495,64.51265
인천,2,13971,713215,51.049675
인천,3,15336,893766,58.27895
