지역,측정월,totalCnt,totalPM10,avPM10
서울,10,29049,1290213,44.41506
서울,11,27507,1106833,40.23823
서울,12,28675,1390735,48.499912
경기,10,56270,2932478,52.114414
경기,11,53258,2521096,47.337414
경기,12,54882,2969335,54.103985
강원,10,8024,319172,39.77717
강원,11,7784,336332,43.20812
강원,12,8021,370816,46.230644
부산,10,14314,625264,43.681988
부산,11,14113,595961,42.227802
부산,12,14606,606144,41.499657
경남,10,15347,648055,42.226818
경남,11,14753,638133,43.254456
경남,12,15463,645548,41.747913
울산,10,10055,453387,45.090702
울산,11,9891,443588,44.84764
울산,12,10273,421893,41.06814
광주,10,6540,284722,43.535473
광주,11,6471,268450,41.48509
광주,12,6686,257005,38.439278
전북,10,10187,477835,46.906353
전북,11,9844,466112,47.349857
전북,12,10190,470607,46.18322
전남,10,10976,395624,36.04446
전남,11,10706,370744,34.629555
전남,12,11057,368515,33.32866
대구,10,9427,433315,45.965313
대구,11,9142,451115,49.34533
대구,12,9568,439359,45.91963
제주,10,2931,111139,37.918457
제주,11,2828,96403,34.088757
제주,12,2851,98921,34.69695
경북,10,11966,488204,40.799263
경북,11,11200,490283,43.77527
경북,12,11434,508446,44.467903
충북,10,8082,427667,52.915985
충북,11,7833,412044,52.6036
충북,12,8129,493393,60.69541
전북,10,10187,477835,46.906353
전북,11,9844,466112,47.349857
전북,12,10190,470607,46.18322
인천,10,14004,769216,54.928307
인천,11,14306,702901,49.1333
인천,12,14772,738589,49.999256
