지역,측정월,totalCnt,totalPM10,avPM10
서울,4,23033,1419899,61.64629
서울,5,23452,1524666,65.01219
서울,6,22320,1399609,62.706497
경기,4,36000,2521799,70.04997
경기,5,37944,2801266,73.826324
경기,6,36718,2569999,69.99289
강원,4,6343,401907,63.36229
강원,5,6696,327929,48.973866
강원,6,6480,296997,45.83287
부산,4,12960,915019,70.60332
부산,5,13392,894722,66.81019
부산,6,13028,752331,57.74724
경남,4,7913,417630,52.777706
경남,5,8155,370977,45.49074
경남,6,7918,362899,45.832153
울산,4,9357,509271,54.42674
울산,5,9669,415983,43.02234
울산,6,9358,428636,45.804234
광주,4,4320,220665,51.07986
광주,5,4464,225043,50.412857
광주,6,4320,257364,59.575
전북,4,6480,348844,53.83395
전북,5,7440,415423,55.836426
전북,6,7200,475662,66.06416
전남,4,5736,275491,48.028416
전남,5,5951,277915,46.700554
전남,6,5760,327171,56.80052
대구,4,9360,486744,52.002563
대구,5,9672,463441,47.915737
대구,6,9360,494049,52.783012
제주,4,2160,108025,50.011574
제주,5,2232,108186,48.47043
제주,6,2160,84971,39.338425
경북,4,8640,591623,68.474884
경북,5,9394,586559,62.43975
경북,6,9360,492449,52.612072
충북,4,4319,263840,61.088215
충북,5,4464,269155,60.29458
충북,6,5038,257082,51.028584
전북,4,6480,348844,53.83395
전북,5,7440,415423,55.836426
전북,6,7200,475662,66.06416
인천,4,9357,617089,65.94945
인천,5,9672,673843,69.66946
인천,6,9360,574029,61.327885
