지역,측정월,totalCnt,totalPM10,avPM10
서울,7,29016,1176914,40.560863
서울,8,29016,907248,31.267162
서울,9,28080,852999,30.377457
경기,7,59581,2651728,44.506268
경기,8,59650,2093323,35.09343
경기,9,57600,1975177,34.291267
강원,7,8184,295284,36.080647
강원,8,8184,243738,29.782259
강원,9,7920,226771,28.632702
부산,7,15624,735492,47.0745
부산,8,15624,568144,36.363544
부산,9,15120,584738,38.67315
경남,7,17112,682767,39.899895
경남,8,17112,482220,28.180223
경남,9,16560,608829,36.765038
울산,7,11160,479436,42.960217
울산,8,11160,344840,30.899641
울산,9,10800,368085,34.081944
광주,7,6696,206655,30.862455
광주,8,6696,196978,29.417265
광주,9,6480,208246,32.13673
전북,7,10416,353662,33.953724
전북,8,10416,300713,28.870296
전북,9,10080,348645,34.5878
전남,7,12648,394351,31.17892
전남,8,12648,321703,25.43509
전남,9,12240,335752,27.43072
대구,7,8928,277631,31.096663
대구,8,8928,211045,23.638554
대구,9,8640,283211,32.779053
제주,7,2976,82627,27.764448
제주,8,2976,79488,26.709677
제주,9,2880,93423,32.43854
경북,7,13392,538302,40.19579
경북,8,13392,387674,28.948177
경북,9,12960,404493,31.21088
충북,7,8184,302604,36.975075
충북,8,8184,231564,28.294722
충북,9,7920,261471,33.014015
전북,7,10416,353662,33.953724
전북,8,10416,300713,28.870296
전북,9,10080,348645,34.5878
인천,7,15624,606085,38.791924
인천,8,15624,533431,34.14177
인천,9,15120,556951,36.835384
