지역,측정월,totalCnt,totalPM10,avPM10
서울,7,21820,917896,42.066727
서울,8,22301,723693,32.451145
서울,9,22453,902573,40.198326
경기,7,51642,2523485,48.864975
경기,8,50869,2024689,39.80202
경기,9,49461,2442017,49.372578
강원,7,8109,239691,29.558638
강원,8,8120,207935,25.60776
강원,9,7833,245088,31.289162
부산,7,12128,502880,41.46438
부산,8,13138,486678,37.043537
부산,9,13165,511897,38.883175
경남,7,13684,491254,35.899883
경남,8,13437,441028,32.82191
경남,9,13402,506858,37.81958
울산,7,10124,397705,39.283386
울산,8,10168,347865,34.211742
울산,9,9902,364075,36.767826
광주,7,6525,202161,30.982529
광주,8,6686,223367,33.408165
광주,9,6467,248244,38.38627
전북,7,8124,274823,33.828533
전북,8,8099,272545,33.651684
전북,9,7853,311708,39.692856
전남,7,9000,321168,35.685333
전남,8,9495,326513,34.38789
전남,9,10328,372445,36.061676
대구,7,7700,288334,37.445972
대구,8,8367,265282,31.70575
대구,9,8718,330080,37.861897
제주,7,2956,89770,30.368742
제주,8,2928,85976,29.363388
제주,9,2857,88189,30.867693
경북,7,10916,404923,37.094448
경북,8,11070,393077,35.508312
경북,9,10695,401772,37.566338
충북,7,6523,251522,38.559254
충북,8,6654,228528,34.344456
충북,9,6357,278538,43.815952
전북,7,8124,274823,33.828533
전북,8,8099,272545,33.651684
전북,9,7853,311708,39.692856
인천,7,13214,616911,46.686165
인천,8,14673,581712,39.64506
인천,9,14233,755393,53.07335
