지역,측정월,totalCnt,totalPM10,avPM10
서울,10,29016,910969,31.395403
서울,11,28080,1253711,44.647827
서울,12,29016,1448576,49.92335
경기,10,61752,2198248,35.598003
경기,11,60480,2944878,48.691765
경기,12,62496,3015374,48.249073
강원,10,8184,206091,25.182184
강원,11,7920,289920,36.60606
강원,12,8928,308734,34.58042
부산,10,15624,482364,30.873272
부산,11,15120,738410,48.83664
부산,12,15624,719525,46.052547
경남,10,17112,477606,27.91059
경남,11,18000,806810,44.822777
경남,12,18600,750359,40.34188
울산,10,11904,304460,25.576277
울산,11,11520,511665,44.415363
울산,12,11904,403949,33.933887
광주,10,6696,222882,33.285843
광주,11,6480,329985,50.92361
광주,12,6696,297284,44.39725
전북,10,13978,470288,33.64487
전북,11,13472,623419,46.27516
전북,12,14136,545960,38.62196
전남,10,12648,260419,20.589737
전남,11,12240,388619,31.749918
전남,12,14289,348205,24.368746
대구,10,9672,242054,25.026262
대구,11,9360,472478,50.47842
대구,12,9672,455978,47.144127
제주,10,3720,93494,25.132795
제주,11,3600,137467,38.185276
제주,12,3720,119368,32.088173
경북,10,13392,365106,27.262993
경북,11,12960,541466,41.779785
경북,12,14880,562674,37.814114
충북,10,10416,338255,32.47456
충북,11,10080,509441,50.539783
충북,12,10416,492179,47.25221
전북,10,13978,470288,33.64487
전북,11,13472,623419,46.27516
전북,12,14136,545960,38.62196
인천,10,15624,517517,33.123207
인천,11,15120,597120,39.49206
인천,12,17112,702599,41.05885
