지역,측정월,totalCnt,totalPM10,avPM10
서울,7,16908,882379,52.187073
서울,8,18397,745522,40.52411
서울,9,20200,794854,39.34921
경기,7,22454,1138762,50.71533
경기,8,21963,1014166,46.176113
경기,9,20820,915678,43.98069
강원,7,2582,94779,36.707592
강원,8,3529,93236,26.419949
강원,9,3993,97077,24.311796
부산,7,7101,360598,50.7813
부산,8,7256,339013,46.72175
부산,9,7670,323695,42.20274
경남,7,4638,177202,38.206554
경남,8,5709,239052,41.872833
경남,9,5713,221653,38.798004
울산,7,7795,414104,53.12431
울산,8,7194,374432,52.047817
울산,9,6773,311445,45.983315
광주,7,3387,107275,31.672571
광주,8,2884,125172,43.402218
광주,9,2885,123188,42.699482
전북,7,4882,185635,38.024376
전북,8,4645,197521,42.523357
전북,9,4865,187053,38.448715
전남,7,4317,147981,34.278667
전남,8,4735,174297,36.81035
전남,9,4277,137410,32.12766
대구,7,3852,195663,50.79517
대구,8,4028,178949,44.426266
대구,9,3689,145930,39.558147
제주,7,1469,43569,29.65895
제주,8,1385,36252,26.174728
제주,9,1421,30684,21.593245
경북,7,8107,329324,40.622177
경북,8,8279,306306,36.997948
경북,9,8298,254439,30.66269
충북,7,2119,78966,37.26569
충북,8,2044,79018,38.658512
충북,9,2141,78085,36.471275
전북,7,4882,185635,38.024376
전북,8,4645,197521,42.523357
전북,9,4865,187053,38.448715
인천,7,8252,309084,37.455647
인천,8,8251,259002,31.390377
인천,9,8414,260806,30.996672
