지역,측정월,totalCnt,totalPM10,avPM10
서울,4,28080,1655952,58.97265
서울,5,29016,1845242,63.59395
서울,6,28080,1117205,39.786503
경기,4,57780,3849198,66.61817
경기,5,59895,4162605,69.498375
경기,6,57600,2660632,46.19153
강원,4,7920,485713,61.3274
강원,5,8184,498448,60.90518
강원,6,7920,316518,39.964394
부산,4,15120,757941,50.128372
부산,5,15624,1068819,68.40879
부산,6,15120,779184,51.533333
경남,4,16560,850950,51.385868
경남,5,17112,1125485,65.77168
경남,6,16560,805840,48.661835
울산,4,10800,597719,55.344353
울산,5,11160,735874,65.93853
울산,6,10800,499082,46.211296
광주,4,6480,311038,47.99969
광주,5,6696,454310,67.84797
광주,6,6480,294100,45.385803
전북,4,10080,576510,57.19345
전북,5,10416,721558,69.274
전북,6,10080,473396,46.96389
전남,4,12240,512897,41.90335
전남,5,12648,698564,55.231182
전남,6,12240,473364,38.67353
대구,4,8640,412653,47.760765
대구,5,8928,497916,55.77016
대구,6,8640,324994,37.615047
제주,4,2880,137313,47.678123
제주,5,2976,214550,72.093414
제주,6,2880,122677,42.59618
경북,4,12960,722408,55.74136
경북,5,13392,828703,61.88045
경북,6,12960,560885,43.278164
충북,4,7920,507512,64.079796
충북,5,8184,567326,69.32136
충북,6,7920,357887,45.18775
전북,4,10080,576510,57.19345
전북,5,10416,721558,69.274
전북,6,10080,473396,46.96389
인천,4,15120,853300,56.435184
인천,5,15624,957718,61.297874
인천,6,15120,605287,40.032207
