지역,측정월,totalCnt,totalPM10,avPM10
서울,10,24289,1355106,55.790936
서울,11,22405,1329355,59.332962
서울,12,23433,1836973,78.39256
경기,10,34275,1943650,56.70751
경기,11,33381,1991780,59.668076
경기,12,34142,2605833,76.32339
강원,10,5797,228987,39.50095
강원,11,5518,216784,39.286697
강원,12,5817,361382,62.12515
부산,10,11711,563834,48.145676
부산,11,11008,565921,51.409973
부산,12,11186,641002,57.30395
경남,10,7568,336501,44.46366
경남,11,7104,311696,43.876125
경남,12,7271,357665,49.19062
울산,10,9259,322488,34.829678
울산,11,8756,345894,39.503654
울산,12,9333,386955,41.460945
광주,10,3986,154216,38.68941
광주,11,4318,160164,37.09217
광주,12,4455,178494,40.065994
전북,10,5206,201380,38.68229
전북,11,4953,163290,32.9679
전북,12,5181,173234,33.4364
전남,10,6277,295211,47.030586
전남,11,5760,238392,41.3875
전남,12,6136,271506,44.248043
대구,10,6538,360517,55.141785
대구,11,6528,391938,60.03952
대구,12,6739,425021,63.06885
제주,10,2173,80403,37.00092
제주,11,2154,70433,32.6987
제주,12,2204,93777,42.54855
경북,10,7960,423048,53.146732
경북,11,7721,388399,50.304234
경북,12,7956,466538,58.63977
충북,10,4170,182011,43.64772
충북,11,3990,213267,53.450375
충북,12,4059,288329,71.03449
전북,10,5206,201380,38.68229
전북,11,4953,163290,32.9679
전북,12,5181,173234,33.4364
인천,10,10039,483894,48.201416
인천,11,9671,507132,52.438423
인천,12,9088,593904,65.35035
